analysis_type,analysis_label,direction,pathway_library,pathway,candidate_gene,row_position,Gene.name,Accession,candidate_origin,log2FC,t_statistic,p_value,q_value
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Negative Regulation Of Programmed Cell Death (GO:0043069),FSTL1,1266,FSTL1,Q12841,Level 4,1.2377646912007592,2.7710404602995893,0.0125935674325382,0.2151857391733701
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Negative Regulation Of Programmed Cell Death (GO:0043069),HSP90B1,573,HSP90B1,P14625,Level 5,0.2435166960025867,2.137901374603439,0.0464942861315876,0.3705669029988908
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Negative Regulation Of Programmed Cell Death (GO:0043069),PPT1,961,PPT1,P50897,Level 5,0.563414867056661,2.1501377962668764,0.0453845687803562,0.3702558558874312
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Negative Regulation Of Programmed Cell Death (GO:0043069),THBS1,437,THBS1,P07996,Level 4,1.3347727204121718,2.4762616992225266,0.0234347204584145,0.2904917859192044
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Negative Regulation Of Programmed Cell Death (GO:0043069),TPT1,551,TPT1,P13693,Level 4,1.335849421389078,2.5696800536150084,0.0192886294744028,0.2795766394974978
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Negative Regulation Of Programmed Necrotic Cell Death (GO:0062099),YBX3,608,YBX3,P16989,Level 4,1.1062731072510488,2.5852970491295957,0.0186671173982011,0.2742757355037173
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Negative Regulation Of Protein Binding (GO:0032091),CFHR2,834,CFHR2,P36980,Level 4,1.0113625021955777,2.9008615249451077,0.0095276495884275,0.1931506285313299
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Negative Regulation Of Protein Binding (GO:0032091),ROCK1,1302,ROCK1,Q13464,Level 5,0.5575436260487763,2.2057463282599774,0.0406403190482351,0.3472096823033999
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Negative Regulation Of Protein Catabolic Process (GO:0042177),ROCK1,1302,ROCK1,Q13464,Level 5,0.5575436260487763,2.2057463282599774,0.0406403190482351,0.3472096823033999
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Negative Regulation Of Protein Metabolic Process (GO:0051248),PFDN1,153,PFDN1,O60925,Level 5,0.578681607971621,2.2211455994440867,0.0394095006791997,0.3381644927276314
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Negative Regulation Of Protein Metabolic Process (GO:0051248),ROCK1,1302,ROCK1,Q13464,Level 5,0.5575436260487763,2.2057463282599774,0.0406403190482351,0.3472096823033999
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Negative Regulation Of Protein Modification By Small Protein Conjugation Or Removal (GO:1903321),U2AF2,711,U2AF2,P26368,Level 4,1.3879171191625908,2.262729454244941,0.0362552896957273,0.333718932065336
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Negative Regulation Of Protein Processing (GO:0010955),THBS1,437,THBS1,P07996,Level 4,1.3347727204121718,2.4762616992225266,0.0234347204584145,0.2904917859192044
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Negative Regulation Of Protein Ubiquitination (GO:0031397),U2AF2,711,U2AF2,P26368,Level 4,1.3879171191625908,2.262729454244941,0.0362552896957273,0.333718932065336
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Negative Regulation Of Protein-Containing Complex Assembly (GO:0031333),PPM1A,821,PPM1A,P35813,Level 4,0.9259211298726768,2.2851108519205336,0.0346557669108799,0.3267363640752693
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Negative Regulation Of Proteolysis (GO:0045861),ROCK1,1302,ROCK1,Q13464,Level 5,0.5575436260487763,2.2057463282599774,0.0406403190482351,0.3472096823033999
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Negative Regulation Of RNA Splicing (GO:0033119),U2AF2,711,U2AF2,P26368,Level 4,1.3879171191625908,2.262729454244941,0.0362552896957273,0.333718932065336
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Negative Regulation Of Signal Transduction (GO:0009968),APPL1,1861,APPL1,Q9UKG1,Level 4,1.0843271470780635,2.5625871366746007,0.0195773344081801,0.2795766394974978
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Negative Regulation Of Signal Transduction (GO:0009968),THBS1,437,THBS1,P07996,Level 4,1.3347727204121718,2.4762616992225266,0.0234347204584145,0.2904917859192044
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Negative Regulation Of Smooth Muscle Cell Proliferation (GO:0048662),HMOX1,478,HMOX1,P09601,Level 4,1.8103145319727751,2.477041019410159,0.0233968961083455,0.2904917859192044
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Negative Regulation Of Sprouting Angiogenesis (GO:1903671),THBS1,437,THBS1,P07996,Level 4,1.3347727204121718,2.4762616992225266,0.0234347204584145,0.2904917859192044
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Negative Regulation Of Supramolecular Fiber Organization (GO:1902904),PFDN1,153,PFDN1,O60925,Level 5,0.578681607971621,2.2211455994440867,0.0394095006791997,0.3381644927276314
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Negative Regulation Of Transcription By RNA Polymerase II (GO:0000122),AEBP1,1520,AEBP1,Q8IUX7,Level 4,1.7070765924484803,2.922258060495474,0.009097027714514,0.1931506285313299
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Negative Regulation Of Transcription By RNA Polymerase II (GO:0000122),PPM1A,821,PPM1A,P35813,Level 4,0.9259211298726768,2.2851108519205336,0.0346557669108799,0.3267363640752693
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Negative Regulation Of Transforming Growth Factor Beta Receptor Signaling Pathway (GO:0030512),PPM1A,821,PPM1A,P35813,Level 4,0.9259211298726768,2.2851108519205336,0.0346557669108799,0.3267363640752693
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Negative Regulation Of Translation (GO:0017148),ROCK1,1302,ROCK1,Q13464,Level 5,0.5575436260487763,2.2057463282599774,0.0406403190482351,0.3472096823033999
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Negative Regulation Of Transmembrane Receptor Protein Serine/Threonine Kinase Signaling Pathway (GO:0090101),PPM1A,821,PPM1A,P35813,Level 4,0.9259211298726768,2.2851108519205336,0.0346557669108799,0.3267363640752693
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Negative Regulation Of Transmembrane Transport (GO:0034763),THBS1,437,THBS1,P07996,Level 4,1.3347727204121718,2.4762616992225266,0.0234347204584145,0.2904917859192044
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Negative Regulation Of Type I Interferon Production (GO:0032480),RBX1,1130,RBX1,P62877,Level 4,1.5877714322542928,2.401789811938704,0.0273262857115555,0.2977190705721081
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Negative Regulation Of Viral Genome Replication (GO:0045071),BST2,1261,BST2,Q10589,Level 4,1.1579540568435576,2.51603879921254,0.021575871517657,0.2864634292715958
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Negative Regulation Of Viral Life Cycle (GO:1903901),BST2,1261,BST2,Q10589,Level 4,1.1579540568435576,2.51603879921254,0.021575871517657,0.2864634292715958
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Negative Regulation Of Viral Process (GO:0048525),BST2,1261,BST2,Q10589,Level 4,1.1579540568435576,2.51603879921254,0.021575871517657,0.2864634292715958
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Negative Regulation Of Wnt Signaling Pathway (GO:0030178),RBX1,1130,RBX1,P62877,Level 4,1.5877714322542928,2.401789811938704,0.0273262857115555,0.2977190705721081
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Negative Regulation Of Wound Healing (GO:0061045),VTN,1943,VTN,P04004,Level 2,0.7528888130252227,4.646312120043788,0.000200748631853,0.0303439278147051
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Negative Regulation Of mRNA Processing (GO:0050686),U2AF2,711,U2AF2,P26368,Level 4,1.3879171191625908,2.262729454244941,0.0362552896957273,0.333718932065336
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,"Negative Regulation Of mRNA Splicing, Via Spliceosome (GO:0048025)",U2AF2,711,U2AF2,P26368,Level 4,1.3879171191625908,2.262729454244941,0.0362552896957273,0.333718932065336
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Nervous System Development (GO:0007399),BTD,879,BTD,P43251,Level 4,0.771709932143974,4.074322664873088,0.0007117485051519,0.061793456021259
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Nervous System Development (GO:0007399),PPT1,961,PPT1,P50897,Level 5,0.563414867056661,2.1501377962668764,0.0453845687803562,0.3702558558874312
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Neuron Development (GO:0048666),PPT1,961,PPT1,P50897,Level 5,0.563414867056661,2.1501377962668764,0.0453845687803562,0.3702558558874312
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Neuron Development (GO:0048666),ROCK1,1302,ROCK1,Q13464,Level 5,0.5575436260487763,2.2057463282599774,0.0406403190482351,0.3472096823033999
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Neuron Differentiation (GO:0030182),PPT1,961,PPT1,P50897,Level 5,0.563414867056661,2.1501377962668764,0.0453845687803562,0.3702558558874312
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Neuron Projection Arborization (GO:0140058),ROCK1,1302,ROCK1,Q13464,Level 5,0.5575436260487763,2.2057463282599774,0.0406403190482351,0.3472096823033999
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Neuron Projection Development (GO:0031175),ROCK1,1302,ROCK1,Q13464,Level 5,0.5575436260487763,2.2057463282599774,0.0406403190482351,0.3472096823033999
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Neuron Projection Morphogenesis (GO:0048812),ROCK1,1302,ROCK1,Q13464,Level 5,0.5575436260487763,2.2057463282599774,0.0406403190482351,0.3472096823033999
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Neutrophil Chemotaxis (GO:0030593),PPBP,333,PPBP,P02775,Level 4,1.3064058667858802,2.8609856924132293,0.0103832894199422,0.1961842664441016
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Neutrophil Migration (GO:1990266),PPBP,333,PPBP,P02775,Level 4,1.3064058667858802,2.8609856924132293,0.0103832894199422,0.1961842664441016
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Nitrogen Compound Transport (GO:0071705),HSP90B1,573,HSP90B1,P14625,Level 5,0.2435166960025867,2.137901374603439,0.0464942861315876,0.3705669029988908
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Nitrogen Compound Transport (GO:0071705),PPT1,961,PPT1,P50897,Level 5,0.563414867056661,2.1501377962668764,0.0453845687803562,0.3702558558874312
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Non-Membrane-Bounded Organelle Assembly (GO:0140694),CENPE,1214,CENPE,Q02224,Level 4,1.1161164366239014,2.5449476057197447,0.0203131550760204,0.2810940121435223
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Non-Membrane-Bounded Organelle Assembly (GO:0140694),LMOD1,747,LMOD1,P29536,Level 4,1.420742572039071,2.222629482027353,0.0392927281442817,0.3381644927276314
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Nuclear Migration (GO:0007097),SYNE2,1565,SYNE2,Q8WXH0,Level 4,1.0097528425977416,2.5663375024906263,0.019424176353061,0.2795766394974978
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Nucleotide-Excision Repair (GO:0006289),DDB1,1417,DDB1,Q16531,Level 4,0.713709075656201,2.7848878550296754,0.012226052291486,0.210738532919036
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Oligosaccharide Metabolic Process (GO:0009311),NAGA,609,NAGA,P17050,Level 4,1.78685842253865,3.2654384939796,0.0042967104300207,0.1413156589377096
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Organelle Assembly (GO:0070925),GORASP2,1739,GORASP2,Q9H8Y8,Level 4,0.7947832542133604,2.288933797715934,0.0343891744490336,0.3267363640752693
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Organelle Assembly (GO:0070925),RAB8B,1582,RAB8B,Q92930,Level 4,1.0866564264512846,3.408617341345805,0.0031311703385243,0.1255663207183748
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Organelle Organization (GO:0006996),GORASP2,1739,GORASP2,Q9H8Y8,Level 4,0.7947832542133604,2.288933797715934,0.0343891744490336,0.3267363640752693
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Organelle Organization (GO:0006996),TMED10,941,TMED10,P49755,Level 4,1.3911929611868992,3.280449479434014,0.0041568155979258,0.1410721273329341
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Organic Hydroxy Compound Biosynthetic Process (GO:1901617),PSAT1,1927,PSAT1,Q9Y617,Level 4,1.2327855677354158,3.0787121349016124,0.0064736886527159,0.1597329295361362
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Organic Substance Transport (GO:0071702),HSP90B1,573,HSP90B1,P14625,Level 5,0.2435166960025867,2.137901374603439,0.0464942861315876,0.3705669029988908
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Organic Substance Transport (GO:0071702),PPT1,961,PPT1,P50897,Level 5,0.563414867056661,2.1501377962668764,0.0453845687803562,0.3702558558874312
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Organic Substance Transport (GO:0071702),TPT1,551,TPT1,P13693,Level 4,1.335849421389078,2.5696800536150084,0.0192886294744028,0.2795766394974978
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Organonitrogen Compound Biosynthetic Process (GO:1901566),LCAT,349,LCAT,P04180,Level 5,0.4704202346544299,2.396392359340634,0.0276306593251577,0.2977190705721081
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Organonitrogen Compound Catabolic Process (GO:1901565),PPT1,961,PPT1,P50897,Level 5,0.563414867056661,2.1501377962668764,0.0453845687803562,0.3702558558874312
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Peptide Biosynthetic Process (GO:0043043),RPL12,764,RPL12,P30050,Level 5,0.4374613310997013,3.1438389528235064,0.0056136638330686,0.154354207510607
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Peptide Biosynthetic Process (GO:0043043),RPL27,1076,RPL27,P61353,Level 4,0.657447606070864,2.69608946340437,0.0147738289740804,0.2399220986286614
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Peptide Biosynthetic Process (GO:0043043),RPS29,1104,RPS29,P62273,Level 4,2.124650146587925,3.889613732610752,0.0010739889636996,0.0749098578473215
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Peptide Cross-Linking (GO:0018149),F13A1,249,F13A1,P00488,Level 4,0.6857057865715461,2.300259089260084,0.0336105161872068,0.3253431739303523
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Peptide Cross-Linking (GO:0018149),KRT1,354,KRT1,P04264,Level 4,1.3511821098037051,2.2500555311864177,0.0371910377274953,0.3361396684368807
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Peptide Cross-Linking (GO:0018149),THBS1,437,THBS1,P07996,Level 4,1.3347727204121718,2.4762616992225266,0.0234347204584145,0.2904917859192044
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Peptide Metabolic Process (GO:0006518),AEBP1,1520,AEBP1,Q8IUX7,Level 4,1.7070765924484803,2.922258060495474,0.009097027714514,0.1931506285313299
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Peptidyl-Amino Acid Modification (GO:0018193),PFDN1,153,PFDN1,O60925,Level 5,0.578681607971621,2.2211455994440867,0.0394095006791997,0.3381644927276314
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Peptidyl-Arginine Modification (GO:0018195),PRMT5,1942,PRMT5,O14744,Level 1,1.2524197773700685,4.569500728442959,0.0002376712892789,0.03335886310236
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Peptidyl-Methionine Modification (GO:0018206),PFDN1,153,PFDN1,O60925,Level 5,0.578681607971621,2.2211455994440867,0.0394095006791997,0.3381644927276314
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Peptidyl-Serine Modification (GO:0018209),ROCK1,1302,ROCK1,Q13464,Level 5,0.5575436260487763,2.2057463282599774,0.0406403190482351,0.3472096823033999
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Peptidyl-Serine Phosphorylation (GO:0018105),ROCK1,1302,ROCK1,Q13464,Level 5,0.5575436260487763,2.2057463282599774,0.0406403190482351,0.3472096823033999
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Peptidyl-Threonine Dephosphorylation (GO:0035970),PPM1A,821,PPM1A,P35813,Level 4,0.9259211298726768,2.2851108519205336,0.0346557669108799,0.3267363640752693
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Peptidyl-Threonine Modification (GO:0018210),ROCK1,1302,ROCK1,Q13464,Level 5,0.5575436260487763,2.2057463282599774,0.0406403190482351,0.3472096823033999
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Peptidyl-Threonine Phosphorylation (GO:0018107),ROCK1,1302,ROCK1,Q13464,Level 5,0.5575436260487763,2.2057463282599774,0.0406403190482351,0.3472096823033999
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Peptidyl-Tyrosine Modification (GO:0018212),EFEMP1,1265,EFEMP1,Q12805,Level 4,0.6506312398739311,2.825417759566537,0.0112086201073996,0.2008716045867819
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Peptidyl-Tyrosine Phosphorylation (GO:0018108),EFEMP1,1265,EFEMP1,Q12805,Level 4,0.6506312398739311,2.825417759566537,0.0112086201073996,0.2008716045867819
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Peroxisomal Membrane Transport (GO:0015919),RAB8B,1582,RAB8B,Q92930,Level 4,1.0866564264512846,3.408617341345805,0.0031311703385243,0.1255663207183748
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,"Phagocytosis, Engulfment (GO:0006911)",THBS1,437,THBS1,P07996,Level 4,1.3347727204121718,2.4762616992225266,0.0234347204584145,0.2904917859192044
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Phosphate-Containing Compound Metabolic Process (GO:0006796),HK1,626,HK1,P19367,Level 4,0.7823766177211304,3.576230481359308,0.0021583365325538,0.1034422264992272
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Phosphate-Containing Compound Metabolic Process (GO:0006796),LCAT,349,LCAT,P04180,Level 5,0.4704202346544299,2.396392359340634,0.0276306593251577,0.2977190705721081
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Phosphate-Containing Compound Metabolic Process (GO:0006796),PPM1A,821,PPM1A,P35813,Level 4,0.9259211298726768,2.2851108519205336,0.0346557669108799,0.3267363640752693
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Phosphatidylcholine Biosynthetic Process (GO:0006656),LCAT,349,LCAT,P04180,Level 5,0.4704202346544299,2.396392359340634,0.0276306593251577,0.2977190705721081
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Phosphatidylcholine Metabolic Process (GO:0046470),LCAT,349,LCAT,P04180,Level 5,0.4704202346544299,2.396392359340634,0.0276306593251577,0.2977190705721081
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Phospholipid Metabolic Process (GO:0006644),LCAT,349,LCAT,P04180,Level 5,0.4704202346544299,2.396392359340634,0.0276306593251577,0.2977190705721081
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Phosphorylation (GO:0016310),GMFG,133,GMFG,O60234,Level 4,0.9792176324449748,3.8032695529928424,0.0013018701353781,0.083761027947181
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Phosphorylation (GO:0016310),HK1,626,HK1,P19367,Level 4,0.7823766177211304,3.576230481359308,0.0021583365325538,0.1034422264992272
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Phosphorylation (GO:0016310),ROCK1,1302,ROCK1,Q13464,Level 5,0.5575436260487763,2.2057463282599774,0.0406403190482351,0.3472096823033999
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Pinocytosis (GO:0006907),PPT1,961,PPT1,P50897,Level 5,0.563414867056661,2.1501377962668764,0.0453845687803562,0.3702558558874312
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Plasma Membrane Bounded Cell Projection Assembly (GO:0120031),RAB8B,1582,RAB8B,Q92930,Level 4,1.0866564264512846,3.408617341345805,0.0031311703385243,0.1255663207183748
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Plasma Membrane Bounded Cell Projection Organization (GO:0120036),ROCK1,1302,ROCK1,Q13464,Level 5,0.5575436260487763,2.2057463282599774,0.0406403190482351,0.3472096823033999
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Plasminogen Activation (GO:0031639),KLKB1,341,KLKB1,P03952,Level 4,0.6742765503642225,2.5044081376494387,0.02210449440282,0.2895688766769421
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Podocyte Cell Migration (GO:0090521),ROCK1,1302,ROCK1,Q13464,Level 5,0.5575436260487763,2.2057463282599774,0.0406403190482351,0.3472096823033999
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Polarized Epithelial Cell Differentiation (GO:0030859),MSN,709,MSN,P26038,Level 5,0.3110346718703951,2.4106036504092847,0.0268359875435812,0.2977190705721081
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Porphyrin-Containing Compound Catabolic Process (GO:0006787),HMOX1,478,HMOX1,P09601,Level 4,1.8103145319727751,2.477041019410159,0.0233968961083455,0.2904917859192044
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Positive Regulation Of Actin Filament Polymerization (GO:0030838),LMOD1,747,LMOD1,P29536,Level 4,1.420742572039071,2.222629482027353,0.0392927281442817,0.3381644927276314
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Positive Regulation Of Amide Metabolic Process (GO:0034250),SSB,384,SSB,P05455,Level 5,0.4494406823166663,2.4073525567930685,0.0270158740759086,0.2977190705721081
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Positive Regulation Of Amide Metabolic Process (GO:0034250),THBS1,437,THBS1,P07996,Level 4,1.3347727204121718,2.4762616992225266,0.0234347204584145,0.2904917859192044
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Positive Regulation Of Amyloid-Beta Clearance (GO:1900223),ROCK1,1302,ROCK1,Q13464,Level 5,0.5575436260487763,2.2057463282599774,0.0406403190482351,0.3472096823033999
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Positive Regulation Of Angiogenesis (GO:0045766),HMOX1,478,HMOX1,P09601,Level 4,1.8103145319727751,2.477041019410159,0.0233968961083455,0.2904917859192044
