analysis_type,analysis_label,direction,pathway_library,pathway,candidate_gene,row_position,Gene.name,Accession,candidate_origin,log2FC,t_statistic,p_value,q_value
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Positive Regulation Of Angiogenesis (GO:0045766),THBS1,437,THBS1,P07996,Level 4,1.3347727204121718,2.4762616992225266,0.0234347204584145,0.2904917859192044
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Positive Regulation Of Apoptotic Cell Clearance (GO:2000427),C2,396,C2,P06681,Level 4,1.4935542674784976,2.2489307955812876,0.0372751477882544,0.3361396684368807
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Positive Regulation Of Apoptotic Process (GO:0043065),PAWR,1633,PAWR,Q96IZ0,Level 4,0.9645094512749068,2.7645611243540644,0.0127691491889439,0.2163049841058184
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Positive Regulation Of Autophagy (GO:0010508),ROCK1,1302,ROCK1,Q13464,Level 5,0.5575436260487763,2.2057463282599774,0.0406403190482351,0.3472096823033999
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Positive Regulation Of B Cell Activation (GO:0050871),BST1,1260,BST1,Q10588,Level 4,0.9682807213486592,2.3002969904964456,0.0336079379863893,0.3253431739303523
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Positive Regulation Of B Cell Proliferation (GO:0030890),BST1,1260,BST1,Q10588,Level 4,0.9682807213486592,2.3002969904964456,0.0336079379863893,0.3253431739303523
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Positive Regulation Of Binding (GO:0051099),VTN,1943,VTN,P04004,Level 2,0.7528888130252227,4.646312120043788,0.000200748631853,0.0303439278147051
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Positive Regulation Of Blood Coagulation (GO:0030194),PLG,260,PLG,P00747,Level 4,0.6251992178587358,3.4501962889150133,0.0028554991924772,0.1224447997135562
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Positive Regulation Of Blood Coagulation (GO:0030194),THBS1,437,THBS1,P07996,Level 4,1.3347727204121718,2.4762616992225266,0.0234347204584145,0.2904917859192044
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Positive Regulation Of Blood Coagulation (GO:0030194),VTN,1943,VTN,P04004,Level 2,0.7528888130252227,4.646312120043788,0.000200748631853,0.0303439278147051
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Positive Regulation Of Blood Vessel Endothelial Cell Migration (GO:0043536),HMOX1,478,HMOX1,P09601,Level 4,1.8103145319727751,2.477041019410159,0.0233968961083455,0.2904917859192044
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Positive Regulation Of Blood Vessel Endothelial Cell Migration (GO:0043536),THBS1,437,THBS1,P07996,Level 4,1.3347727204121718,2.4762616992225266,0.0234347204584145,0.2904917859192044
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Positive Regulation Of Blood Vessel Endothelial Cell Proliferation Involved In Sprouting Angiogenesis (GO:1903589),HMOX1,478,HMOX1,P09601,Level 4,1.8103145319727751,2.477041019410159,0.0233968961083455,0.2904917859192044
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Positive Regulation Of Canonical Wnt Signaling Pathway (GO:0090263),PPM1A,821,PPM1A,P35813,Level 4,0.9259211298726768,2.2851108519205336,0.0346557669108799,0.3267363640752693
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Positive Regulation Of Cardiac Muscle Hypertrophy (GO:0010613),ROCK1,1302,ROCK1,Q13464,Level 5,0.5575436260487763,2.2057463282599774,0.0406403190482351,0.3472096823033999
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Positive Regulation Of Catabolic Process (GO:0009896),DDB1,1417,DDB1,Q16531,Level 4,0.713709075656201,2.7848878550296754,0.012226052291486,0.210738532919036
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Positive Regulation Of Catabolic Process (GO:0009896),MSN,709,MSN,P26038,Level 5,0.3110346718703951,2.4106036504092847,0.0268359875435812,0.2977190705721081
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Positive Regulation Of Catabolic Process (GO:0009896),RBX1,1130,RBX1,P62877,Level 4,1.5877714322542928,2.401789811938704,0.0273262857115555,0.2977190705721081
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Positive Regulation Of Cell Death (GO:0010942),HP,257,HP,P00738,Level 4,0.811826658933704,2.5193911113187837,0.0214257343628464,0.2864634292715958
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Positive Regulation Of Cell Junction Assembly (GO:1901890),ROCK1,1302,ROCK1,Q13464,Level 5,0.5575436260487763,2.2057463282599774,0.0406403190482351,0.3472096823033999
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Positive Regulation Of Cell Migration (GO:0030335),SYNE2,1565,SYNE2,Q8WXH0,Level 4,1.0097528425977416,2.5663375024906263,0.019424176353061,0.2795766394974978
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Positive Regulation Of Cell Migration (GO:0030335),THBS1,437,THBS1,P07996,Level 4,1.3347727204121718,2.4762616992225266,0.0234347204584145,0.2904917859192044
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Positive Regulation Of Cell Migration (GO:0030335),VTN,1943,VTN,P04004,Level 2,0.7528888130252227,4.646312120043788,0.000200748631853,0.0303439278147051
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Positive Regulation Of Cell Migration Involved In Sprouting Angiogenesis (GO:0090050),HMOX1,478,HMOX1,P09601,Level 4,1.8103145319727751,2.477041019410159,0.0233968961083455,0.2904917859192044
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Positive Regulation Of Cell Motility (GO:2000147),SYNE2,1565,SYNE2,Q8WXH0,Level 4,1.0097528425977416,2.5663375024906263,0.019424176353061,0.2795766394974978
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Positive Regulation Of Cell Motility (GO:2000147),THBS1,437,THBS1,P07996,Level 4,1.3347727204121718,2.4762616992225266,0.0234347204584145,0.2904917859192044
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Positive Regulation Of Cell Population Proliferation (GO:0008284),BST1,1260,BST1,Q10588,Level 4,0.9682807213486592,2.3002969904964456,0.0336079379863893,0.3253431739303523
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Positive Regulation Of Cell Population Proliferation (GO:0008284),BST2,1261,BST2,Q10589,Level 4,1.1579540568435576,2.51603879921254,0.021575871517657,0.2864634292715958
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Positive Regulation Of Cell Population Proliferation (GO:0008284),HMOX1,478,HMOX1,P09601,Level 4,1.8103145319727751,2.477041019410159,0.0233968961083455,0.2904917859192044
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Positive Regulation Of Cell Population Proliferation (GO:0008284),PFDN1,153,PFDN1,O60925,Level 5,0.578681607971621,2.2211455994440867,0.0394095006791997,0.3381644927276314
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Positive Regulation Of Cell Population Proliferation (GO:0008284),THBS1,437,THBS1,P07996,Level 4,1.3347727204121718,2.4762616992225266,0.0234347204584145,0.2904917859192044
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Positive Regulation Of Cell-Matrix Adhesion (GO:0001954),ROCK1,1302,ROCK1,Q13464,Level 5,0.5575436260487763,2.2057463282599774,0.0406403190482351,0.3472096823033999
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Positive Regulation Of Cell-Substrate Junction Organization (GO:0150117),ROCK1,1302,ROCK1,Q13464,Level 5,0.5575436260487763,2.2057463282599774,0.0406403190482351,0.3472096823033999
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Positive Regulation Of Cellular Biosynthetic Process (GO:0031328),APPL1,1861,APPL1,Q9UKG1,Level 4,1.0843271470780635,2.5625871366746007,0.0195773344081801,0.2795766394974978
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Positive Regulation Of Cellular Biosynthetic Process (GO:0031328),DDB1,1417,DDB1,Q16531,Level 4,0.713709075656201,2.7848878550296754,0.012226052291486,0.210738532919036
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Positive Regulation Of Cellular Biosynthetic Process (GO:0031328),SSB,384,SSB,P05455,Level 5,0.4494406823166663,2.4073525567930685,0.0270158740759086,0.2977190705721081
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Positive Regulation Of Cellular Biosynthetic Process (GO:0031328),THBS1,437,THBS1,P07996,Level 4,1.3347727204121718,2.4762616992225266,0.0234347204584145,0.2904917859192044
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Positive Regulation Of Cellular Catabolic Process (GO:0031331),ROCK1,1302,ROCK1,Q13464,Level 5,0.5575436260487763,2.2057463282599774,0.0406403190482351,0.3472096823033999
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Positive Regulation Of Cellular Metabolic Process (GO:0031325),THBS1,437,THBS1,P07996,Level 4,1.3347727204121718,2.4762616992225266,0.0234347204584145,0.2904917859192044
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Positive Regulation Of Cellular Process (GO:0048522),BST1,1260,BST1,Q10588,Level 4,0.9682807213486592,2.3002969904964456,0.0336079379863893,0.3253431739303523
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Positive Regulation Of Cellular Process (GO:0048522),HP,257,HP,P00738,Level 4,0.811826658933704,2.5193911113187837,0.0214257343628464,0.2864634292715958
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Positive Regulation Of Cellular Process (GO:0048522),PFDN1,153,PFDN1,O60925,Level 5,0.578681607971621,2.2211455994440867,0.0394095006791997,0.3381644927276314
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Positive Regulation Of Cellular Process (GO:0048522),THBS1,437,THBS1,P07996,Level 4,1.3347727204121718,2.4762616992225266,0.0234347204584145,0.2904917859192044
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Positive Regulation Of Cellular Response To Transforming Growth Factor Beta Stimulus (GO:1903846),THBS1,437,THBS1,P07996,Level 4,1.3347727204121718,2.4762616992225266,0.0234347204584145,0.2904917859192044
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Positive Regulation Of Chemokine Production (GO:0032722),C5,274,C5,P01031,Level 4,0.6716839367406173,3.136048811365083,0.0057103448270988,0.154354207510607
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Positive Regulation Of Chemokine Production (GO:0032722),HMOX1,478,HMOX1,P09601,Level 4,1.8103145319727751,2.477041019410159,0.0233968961083455,0.2904917859192044
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Positive Regulation Of Chemotaxis (GO:0050921),THBS1,437,THBS1,P07996,Level 4,1.3347727204121718,2.4762616992225266,0.0234347204584145,0.2904917859192044
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Positive Regulation Of Coagulation (GO:0050820),THBS1,437,THBS1,P07996,Level 4,1.3347727204121718,2.4762616992225266,0.0234347204584145,0.2904917859192044
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Positive Regulation Of Cold-Induced Thermogenesis (GO:0120162),LCN2,1174,LCN2,P80188,Level 4,1.0635390289725386,3.192887507810007,0.0050406772659933,0.154354207510607
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Positive Regulation Of Cytokine Production (GO:0001819),APPL1,1861,APPL1,Q9UKG1,Level 4,1.0843271470780635,2.5625871366746007,0.0195773344081801,0.2795766394974978
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Positive Regulation Of Cytokine Production (GO:0001819),C5,274,C5,P01031,Level 4,0.6716839367406173,3.136048811365083,0.0057103448270988,0.154354207510607
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Positive Regulation Of Cytokine Production (GO:0001819),HMOX1,478,HMOX1,P09601,Level 4,1.8103145319727751,2.477041019410159,0.0233968961083455,0.2904917859192044
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Positive Regulation Of Cytokine Production (GO:0001819),TMED10,941,TMED10,P49755,Level 4,1.3911929611868992,3.280449479434014,0.0041568155979258,0.1410721273329341
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Positive Regulation Of Cytoplasmic Translation (GO:2000767),YBX3,608,YBX3,P16989,Level 4,1.1062731072510488,2.5852970491295957,0.0186671173982011,0.2742757355037173
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Positive Regulation Of Cytoplasmic Transport (GO:1903651),MSN,709,MSN,P26038,Level 5,0.3110346718703951,2.4106036504092847,0.0268359875435812,0.2977190705721081
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Positive Regulation Of Cytoskeleton Organization (GO:0051495),LMOD1,747,LMOD1,P29536,Level 4,1.420742572039071,2.222629482027353,0.0392927281442817,0.3381644927276314
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Positive Regulation Of DNA-templated Transcription (GO:0045893),PPM1A,821,PPM1A,P35813,Level 4,0.9259211298726768,2.2851108519205336,0.0346557669108799,0.3267363640752693
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Positive Regulation Of DNA-templated Transcription (GO:0045893),STAT5B,1953,STAT5B,P51692,Level 1,1.075145403737274,5.406154307033573,3.887814536026519e-05,0.0110929915834416
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Positive Regulation Of Dephosphorylation (GO:0035306),ROCK1,1302,ROCK1,Q13464,Level 5,0.5575436260487763,2.2057463282599774,0.0406403190482351,0.3472096823033999
exploratory_all_candidates,EXPLORATORY — includes nominal p < 0.05 candidates,increased,GO_Biological_Process_2023,Positive Regulation Of Early Endosome To Late Endosome Transport (GO:2000643),MSN,709,MSN,P26038,Level 5,0.3110346718703951,2.4106036504092847,0.0268359875435812,0.2977190705721081
